,headline,emotion
1763,Toys 'R' Us May Be Making A Comeback After All,surprise
1764,Trappers Take Aim At a Marsh Menace,neutral
1765,Trappers Take Aim At a Marsh Menace,disgust
1766,Troubled waters,joy
1767,Troubled waters,fear
1768,Trump Administration Will Only Reunite Half of Separated Migrant Kids Under Age Five by Court Deadline,neutral
1769,Trump Administration Will Only Reunite Half of Separated Migrant Kids Under Age Five by Court Deadline,anger
1770,Trump Attacks New York Times Report on Don McGahn¡¯s Cooperation With Mueller,joy
1771,Trump Attacks New York Times Report on Don McGahn¡¯s Cooperation With Mueller,anger
1772,Trump Jabs Clinton on National Security: 'Putin Looks at Her and He Laughs',fear
1773,Trump Jabs Clinton on National Security: 'Putin Looks at Her and He Laughs',neutral
1774,Trump Proves Anti-Establishment Does Not Mean Pro-Conservative,joy
1775,Trump Proves Anti-Establishment Does Not Mean Pro-Conservative,anger
1776,Trump To Meet Congressional Leaders On First Full Day,neutral
1777,Trump To Meet Congressional Leaders On First Full Day,neutral
1778,Trump calls Maxine Waters the new 'face of the Democrats',neutral
1779,Trump calls Maxine Waters the new 'face of the Democrats',fear
1780,"Trump is the Presumptive Nominee, So Where Do Never-Trumpers Go Now? We Spoke to Some Leading Voices",anger
1781,"Trump is the Presumptive Nominee, So Where Do Never-Trumpers Go Now? We Spoke to Some Leading Voices",anger
1782,Trump lashes out at 'so-called angry crowds' at GOP town halls,anger
1783,Trump lashes out at 'so-called angry crowds' at GOP town halls,anger
1784,Trump names hard-liner Lighthizer to be ¡®vigilant¡¯ in China talks,fear
1785,Trump names hard-liner Lighthizer to be ¡®vigilant¡¯ in China talks,joy
1786,Trump official: Family separation practice was 'effective' but undone by public perception,neutral
1787,Trump official: Family separation practice was 'effective' but undone by public perception,neutral
1788,Trump on Memorial Day: Those who died 'would be very happy and proud' of the US today,surprise
1789,Trump on Memorial Day: Those who died 'would be very happy and proud' of the US today,joy
1790,Trump says Rep. Ilhan Omar should resign over her comments on Israel¡¯s U.S. allies,neutral
1791,Trump says Rep. Ilhan Omar should resign over her comments on Israel¡¯s U.S. allies,disgust
1792,Trump tells White House visitors Obama 'watched basketball all day' in dining room: report,neutral
1793,Trump tells White House visitors Obama 'watched basketball all day' in dining room: report,disgust
1794,Trump to Dems: 'Name it peaches',disgust
1795,Trump to Dems: 'Name it peaches',neutral
1796,"Trump to end key ACA subsidies, a move that will threaten the law¡¯s marketplaces",fear
1797,"Trump to end key ACA subsidies, a move that will threaten the law¡¯s marketplaces",neutral
1798,Trump warns Clintons against playing 'the dirty card',disgust
1799,Trump warns Clintons against playing 'the dirty card',neutral
1800,Trump warns of 'traffic' and 'commercial' delays at U.S.-Mexico border,neutral
1801,Trump warns of 'traffic' and 'commercial' delays at U.S.-Mexico border,neutral
1802,Trump's proposed budget slashes spending by several trillion over the next decade,neutral
1803,Trump's proposed budget slashes spending by several trillion over the next decade,neutral
1804,Trump: Media members want debate moderators to 'go after' him,anger
1805,Trump: Media members want debate moderators to 'go after' him,disgust
1806,Trump¡¯s New National Security Adviser Is Another Iran Hawk,fear
1807,Trump¡¯s New National Security Adviser Is Another Iran Hawk,disgust
1808,Trump¡¯s drug czar nominee could be in trouble after report on drug industry ties,fear
1809,Trump¡¯s drug czar nominee could be in trouble after report on drug industry ties,fear
1810,Tuesday's football transfer rumours: Ancelotti to take charge of Chelsea?,disgust
1811,Tuesday's football transfer rumours: Ancelotti to take charge of Chelsea?,neutral
1812,Tunisian President denies any family tie with new premier,neutral
1813,Tunisian President denies any family tie with new premier,sadness
1814,Twain's Conversations with Satan,joy
1815,Twain's Conversations with Satan,surprise
1816,Twitter Reacts To Woody Harrelson Attending Wimbledon,neutral
1817,Twitter Reacts To Woody Harrelson Attending Wimbledon,joy
1818,U.K. Navy Seizes Pirate 'Mothership',joy
1819,U.K. Navy Seizes Pirate 'Mothership',fear
1820,U.S. Proposes Spending $4 Billion on Self-Driving Cars,neutral
1821,U.S. Proposes Spending $4 Billion on Self-Driving Cars,disgust
1822,U.S. Sanctions Are Driving Iran to Tighten Its Grip on Iraq,neutral
1823,U.S. Sanctions Are Driving Iran to Tighten Its Grip on Iraq,neutral
1824,U.S. To Iraq: Don't Get Any Ideas,neutral
1825,U.S. To Iraq: Don't Get Any Ideas,anger
1826,U.S. officials say lethal weapons headed to Ukraine,fear
1827,U.S. officials say lethal weapons headed to Ukraine,neutral
1828,U.S. restores $350 million aid package to Malawi ,joy
1829,U.S. restores $350 million aid package to Malawi ,joy
1830,UK energy minister met prospective S. Korean investors in Moorside nuclear project,neutral
1831,UK energy minister met prospective S. Korean investors in Moorside nuclear project,sadness
1832,"UPDATE 2-Bombs, Attacks Hit Iraqi Cities, at Least 50 Dead ",anger
1833,"UPDATE 2-Bombs, Attacks Hit Iraqi Cities, at Least 50 Dead ",fear
1834,"UPS shooting in Alabama leaves three dead, including shooter",neutral
1835,"UPS shooting in Alabama leaves three dead, including shooter",sadness
1836,US Hands Over Control Of 'Green Zone' To Iraqis,anger
1837,US Hands Over Control Of 'Green Zone' To Iraqis,neutral
1838,US official signals end to war against Al-Qaeda,surprise
1839,US official signals end to war against Al-Qaeda,joy
1840,"US unemployment benefits drop 19,000 to 238,000",surprise
1841,"US unemployment benefits drop 19,000 to 238,000",joy
1842,Uber has a secret program to foil law enforcement,fear
1843,Uber has a secret program to foil law enforcement,neutral
1844,Ukraine¡¯s Merchant of Death in South Sudan,disgust
1845,Ukraine¡¯s Merchant of Death in South Sudan,sadness
1846,Under the gun,fear
1847,Under the gun,neutral
1848,Unemployment benefits: Will extension pass the House?,fear
1849,Unemployment benefits: Will extension pass the House?,neutral
1850,"United by Loss, Israeli & Palestinian Dads Call for a Joint Nonviolent Intifada Against Occupation",joy
1851,"United by Loss, Israeli & Palestinian Dads Call for a Joint Nonviolent Intifada Against Occupation",disgust
1852,Unmaking Global Capitalism,neutral
1853,Unmaking Global Capitalism,neutral
1854,Up to 10% of Big Island tsunami warning sirens inoperable,surprise
1855,Up to 10% of Big Island tsunami warning sirens inoperable,anger
1856,"V.F.W. Goes Gender-Neutral, Recognizing Female Veterans ",surprise
1857,"V.F.W. Goes Gender-Neutral, Recognizing Female Veterans ",neutral
1858,VIDEO: Jon Stewart Has Some Harsh Words for Anti-Vaxxers,disgust
1859,VIDEO: Jon Stewart Has Some Harsh Words for Anti-Vaxxers,neutral
1860,Vague It Up,neutral
1861,Vague It Up,neutral
1862,Valencia beats Monaco 3-1 in Champions League playoff,neutral
1863,Valencia beats Monaco 3-1 in Champions League playoff,joy
1864,Venezuela's Ex-Security Chief Charged With Human Rights Violations,disgust
1865,Venezuela's Ex-Security Chief Charged With Human Rights Violations,neutral
1866,Verizon Says It Will Acquire AOL for $4.4 Billion,neutral
1867,Verizon Says It Will Acquire AOL for $4.4 Billion,neutral
1868,Visitors Seem to Float at Venice Exhibition,joy
1869,Visitors Seem to Float at Venice Exhibition,surprise
1870,WATCH: 95-Year-Old Veteran Raises The Flag For Monday Night Football In Seattle,neutral
1871,WATCH: 95-Year-Old Veteran Raises The Flag For Monday Night Football In Seattle,joy
1872,WATCH: Michael Moore¡¯s Wish For 2019: ¡®As Many Members Of The Trump Family In Orange Jumpsuits As Possible¡¯,neutral
1873,WATCH: Michael Moore¡¯s Wish For 2019: ¡®As Many Members Of The Trump Family In Orange Jumpsuits As Possible¡¯,neutral
1874,WATCH: Russian Jets ¡®Simulate¡¯ Attack on U.S. Ship,fear
1875,WATCH: Russian Jets ¡®Simulate¡¯ Attack on U.S. Ship,fear
1876,WOW: Florida Governor: One Day We¡¯ll Have A President Who Cares About Destroying ISIS,surprise
1877,WOW: Florida Governor: One Day We¡¯ll Have A President Who Cares About Destroying ISIS,neutral
1878,"WPP's Sorrell and Publicis' Levy in ""Gossip Girl""-Style Rivalry, Sez Bloomberg",disgust
1879,"WPP's Sorrell and Publicis' Levy in ""Gossip Girl""-Style Rivalry, Sez Bloomberg",disgust
1880,WWE Wants Glenn Beck To Appear On Raw,neutral
1881,WWE Wants Glenn Beck To Appear On Raw,neutral
1882,Walker: Email Controversy ¡®Is Old News¡¯,anger
1883,Walker: Email Controversy ¡®Is Old News¡¯,anger
1884,Walmart Customers Have Disappeared.  Will They Take the Economy With Them?,joy
1885,Walmart Customers Have Disappeared.  Will They Take the Economy With Them?,surprise
1886,War Is Hellenic,neutral
1887,War Is Hellenic,fear
1888,"Wasserman Schultz: Americans Don¡¯t Want Un-American, Vulgar Trump Selecting Supreme Court Nominee",surprise
1889,"Wasserman Schultz: Americans Don¡¯t Want Un-American, Vulgar Trump Selecting Supreme Court Nominee",fear
1890,Watch Liz Warren Yell At Trump Nominee For Being In The Trump Administration,disgust
1891,Watch Liz Warren Yell At Trump Nominee For Being In The Trump Administration,joy
1892,Watchdog report urges EPA to heighten oversight in wake of Flint water crisis,disgust
1893,Watchdog report urges EPA to heighten oversight in wake of Flint water crisis,neutral
1894,We're Not Exploiting William,sadness
1895,We're Not Exploiting William,neutral
1896,Wealthy Iranians Spark Luxury Car Boom,neutral
1897,Wealthy Iranians Spark Luxury Car Boom,neutral
1898,Wells Tower,neutral
1899,Wells Tower,neutral
1900,Westbrook leads Thunder¡¯s 101-69 rout over Bulls,neutral
1901,Westbrook leads Thunder¡¯s 101-69 rout over Bulls,neutral
1902,"We¡¯re Still at War: Photo of the Day for March 27, 2014",fear
1903,"We¡¯re Still at War: Photo of the Day for March 27, 2014",fear
1904,What Colleges Should Do About Campus Chaos,disgust
1905,What Colleges Should Do About Campus Chaos,fear
1906,What Does Raising the Debt Limit Mean to You Personally?,neutral
1907,What Does Raising the Debt Limit Mean to You Personally?,disgust
1908,What Kind Of Conservative Are You?,neutral
1909,What Kind Of Conservative Are You?,neutral
1910,What Losing the Brooklyn Dodgers Taught Bernie Sanders,sadness
1911,What Losing the Brooklyn Dodgers Taught Bernie Sanders,fear
1912,What Politicos Are Reading This Summer,neutral
1913,What Politicos Are Reading This Summer,neutral
1914,"What a star-studded dinner! Bradley Cooper and the wolfpack, Selena Gomez, Jaden and Will Smith, Rita Ora and Calvin Harris all dine at Hakkasan on the same night",joy
1915,"What a star-studded dinner! Bradley Cooper and the wolfpack, Selena Gomez, Jaden and Will Smith, Rita Ora and Calvin Harris all dine at Hakkasan on the same night",joy
1916,WhatsApp to introduce free voice calling,joy
1917,WhatsApp to introduce free voice calling,joy
1918,What¡¯s the True Cost of Fracking? This Eye-Opening Infographic May Surprise You,neutral
1919,What¡¯s the True Cost of Fracking? This Eye-Opening Infographic May Surprise You,neutral
1920,"When Democrats Threatened To Deport A Top Trump Aide, Media Yawned",anger
1921,"When Democrats Threatened To Deport A Top Trump Aide, Media Yawned",anger
1922,"When Doctors Became Torturers, Ctd",disgust
1923,"When Doctors Became Torturers, Ctd",anger
1924,When Food Becomes Art,joy
1925,When Food Becomes Art,joy
1926,When Presidents Fib,disgust
1927,When Presidents Fib,disgust
1928,"When shrieking liberal protesters went low, John McCain went high",neutral
1929,"When shrieking liberal protesters went low, John McCain went high",neutral
1930,Where's the hammer?': MSNBC host apologizes after leaked on-camera meltdown,disgust
1931,Where's the hammer?': MSNBC host apologizes after leaked on-camera meltdown,disgust
1932,Wherefore Crickets?,neutral
1933,Wherefore Crickets?,neutral
1934,Where¡¯s the GOP¡¯s Health-Care Plan?,anger
1935,Where¡¯s the GOP¡¯s Health-Care Plan?,surprise
1936,White House Brings Obama's Optimism On Immigration Back Down To Earth,joy
1937,White House Brings Obama's Optimism On Immigration Back Down To Earth,neutral
1938,White House Calls On Schools To Establish Voluntary Integration Programs,disgust
1939,White House Calls On Schools To Establish Voluntary Integration Programs,anger
1940,"White House Official Says Voter Fraud Panel Found Nothing, Will Delete Voter Data",neutral
1941,"White House Official Says Voter Fraud Panel Found Nothing, Will Delete Voter Data",neutral
1942,"White House press corps mum on Ryan¡¯s call for Holder¡¯s resignation, new Fast and Furious details",neutral
1943,"White House press corps mum on Ryan¡¯s call for Holder¡¯s resignation, new Fast and Furious details",neutral
1944,White House pushing back against Mattis appointment,neutral
1945,White House pushing back against Mattis appointment,neutral
1946,White House reverses course on food stamp funding,anger
1947,White House reverses course on food stamp funding,neutral
1948,"Whitney Houston's daughter in medically induced coma, source says",neutral
1949,"Whitney Houston's daughter in medically induced coma, source says",fear
1950,Who's Voting for Donald Trump's Cabinet Nominees?,disgust
1951,Who's Voting for Donald Trump's Cabinet Nominees?,disgust
1952,Why Do We Have A Refugee Crisis? Because Of Elite Failures On Foreign Policy And Immigration,anger
1953,Why Do We Have A Refugee Crisis? Because Of Elite Failures On Foreign Policy And Immigration,disgust
1954,Why It¡¯s Justified To Vote For A Morally Questionable Politician,disgust
1955,Why It¡¯s Justified To Vote For A Morally Questionable Politician,anger
1956,Why Judge Rakoff Was Right to Block the Citigroup Settlement,neutral
1957,Why Judge Rakoff Was Right to Block the Citigroup Settlement,joy
1958,Why Nintendo is Suddenly Profitable Again,surprise
1959,Why Nintendo is Suddenly Profitable Again,surprise
1960,Why Stonewall Matters Today,neutral
1961,Why Stonewall Matters Today,neutral
1962,Why Ted Cruz is eligible to be president,neutral
1963,Why Ted Cruz is eligible to be president,surprise
1964,Why We Celebrate,neutral
1965,Why We Celebrate,joy
1966,Why Would Billy Mays Take Three Kinds of Painkillers?,surprise
1967,Why Would Billy Mays Take Three Kinds of Painkillers?,surprise
1968,Why You Shouldn¡¯t Lease Your Next Car,surprise
1969,Why You Shouldn¡¯t Lease Your Next Car,neutral
1970,Why should we give Donald Trump the benefit of the doubt when he doesn¡¯t give it to anyone else?,sadness
1971,Why should we give Donald Trump the benefit of the doubt when he doesn¡¯t give it to anyone else?,disgust
1972,Wife of Tennessee teacher accused in abduction: 'He's totally betrayed me',sadness
1973,Wife of Tennessee teacher accused in abduction: 'He's totally betrayed me',anger
1974,Will Marijuana Become the Next Sports Medicine?,neutral
1975,Will Marijuana Become the Next Sports Medicine?,surprise
1976,Will The NYT¡¯s Survey Of Women Who Had Abortions Tell The Truth About Our Pain?,sadness
1977,Will The NYT¡¯s Survey Of Women Who Had Abortions Tell The Truth About Our Pain?,sadness
1978,Will of steel: Incredible moment heroic Chinese soldiers use their BODIES to stop raging floodwaters from entering a city,joy
1979,Will of steel: Incredible moment heroic Chinese soldiers use their BODIES to stop raging floodwaters from entering a city,surprise
1980,Willie and Korie Robertson Reveal Something You Might Not Know About 'Duck Dynasty' and Uncle Si,fear
1981,Willie and Korie Robertson Reveal Something You Might Not Know About 'Duck Dynasty' and Uncle Si,neutral
1982,"Wimple-Wearing, Chainsaw-Wielding Nun Saws Up Irma Debris ",fear
1983,"Wimple-Wearing, Chainsaw-Wielding Nun Saws Up Irma Debris ",fear
1984,Woman convicted of cashing father-in-law's retirement checks,disgust
1985,Woman convicted of cashing father-in-law's retirement checks,neutral
1986,Woman fighting request to turn in 15-year-old vanity plate,neutral
1987,Woman fighting request to turn in 15-year-old vanity plate,anger
1988,Woman touched by stranger on train,disgust
1989,Woman touched by stranger on train,disgust
1990,"World's Biggest Hedge Fund Group Plans, Once More, to Split",disgust
1991,"World's Biggest Hedge Fund Group Plans, Once More, to Split",neutral
1992,"World's Richest Man Likes Taxes, but Most Other Folks Don't",neutral
1993,"World's Richest Man Likes Taxes, but Most Other Folks Don't",neutral
1994,Would Trump Have Won Wisconsin¡ªor the 2016 Election¡ªWithout Widespread Voter Suppression?,fear
1995,Would Trump Have Won Wisconsin¡ªor the 2016 Election¡ªWithout Widespread Voter Suppression?,anger
1996,Would You Serve a Cheeseburger to Sarah Huckabee Sanders? Where¡¯s Your Line in the Sand?,disgust
1997,Would You Serve a Cheeseburger to Sarah Huckabee Sanders? Where¡¯s Your Line in the Sand?,neutral
1998,"Writing tips: ask questions, don't give up",joy
1999,"Writing tips: ask questions, don't give up",neutral
2000,"Yes, Political Rhetoric Can Incite Violence",surprise
2001,"Yes, Political Rhetoric Can Incite Violence",sadness
2002,"Yes, Trump Support Does REAL, LASTING Damage To Conservatism. Here¡¯s Why.",anger
2003,"Yes, Trump Support Does REAL, LASTING Damage To Conservatism. Here¡¯s Why.",anger
2004,"You Can¡¯t Read the TPP, But These Huge Corporations Can",fear
2005,"You Can¡¯t Read the TPP, But These Huge Corporations Can",disgust
2006,You've Gotta Keep Them Separated? Injinji Outdoor Series Performance Toesocks,neutral
2007,You've Gotta Keep Them Separated? Injinji Outdoor Series Performance Toesocks,surprise
2008,"Yours Truly, Hillary",neutral
2009,"Yours Truly, Hillary",neutral
2010,Yuan thing after another,neutral
2011,Yuan thing after another,disgust
2012,¡®Ain¡¯t No Rest for the Triggered¡¯ Music Video Roasts the Insanity of the Left,joy
2013,¡®Ain¡¯t No Rest for the Triggered¡¯ Music Video Roasts the Insanity of the Left,anger
2014,"¡®Epitomized the American Dream¡¯: Trump Honors Civil Rights Icon, Pro-American Immigration Reformer Barbara Jordan",neutral
2015,"¡®Epitomized the American Dream¡¯: Trump Honors Civil Rights Icon, Pro-American Immigration Reformer Barbara Jordan",neutral
2016,¡®Fool Me Once¡­¡¯,neutral
2017,¡®Fool Me Once¡­¡¯,anger
2018,¡®I¡¯ve Got Your Name on My Kitchen Cabinet¡¯: The Remarkable Encounter One Rabbi Says Shows God ¡®Is Behind the Events We Call Coincidence¡¯,surprise
2019,¡®I¡¯ve Got Your Name on My Kitchen Cabinet¡¯: The Remarkable Encounter One Rabbi Says Shows God ¡®Is Behind the Events We Call Coincidence¡¯,neutral
2020,¡®Maybe rich people can see the writing on the wall¡¯: CEOs stepping down at levels not seen since 2008,fear
2021,¡®Maybe rich people can see the writing on the wall¡¯: CEOs stepping down at levels not seen since 2008,fear
2022,¡®The Left Hates Oil Companies¡¯,neutral
2023,¡®The Left Hates Oil Companies¡¯,anger
2024,¡®The Nation¡¯ Names Steph Burt and Carmen Gim¨¦nez Smith Poetry Editors,neutral
2025,¡®The Nation¡¯ Names Steph Burt and Carmen Gim¨¦nez Smith Poetry Editors,neutral
2026,¡®There¡¯s So Much Money On The Table¡¯: Hillary Aide Reacts To SCOTUS Ruling,fear
2027,¡®There¡¯s So Much Money On The Table¡¯: Hillary Aide Reacts To SCOTUS Ruling,disgust
2028,¡°Hold Israel Accountable¡±: Palestinians Call on Int¡¯l Community to Oppose Golan Heights Annexation,fear
2029,¡°Hold Israel Accountable¡±: Palestinians Call on Int¡¯l Community to Oppose Golan Heights Annexation,anger
2030,¡°The Moment I Took a Life Was Painfully Routine¡±,disgust
2031,¡°The Moment I Took a Life Was Painfully Routine¡±,anger
